"Código","Clave","Descripción","DUN-14 Inner","DUN-14 Master"
"46663","TAE-5/16A3","Bolsa con 6 taquetes arpón 5/16' x 3-1/2', Fiero",17506240687600,27506240687607
"46638","TAE-5/16A3G","Caja con 100 taquetes arpón de 5/16' x 3-1/2', Fiero",17506240687853,27506240687850
"47366","TAE-5/16G","Caja con 50 taquetes expansivos de 5/16' sin tornillo, Fiero",17506240670770,27506240670777
"44361","TAE-5/16T","Bolsa con 4 taquetes expansivos de 5/16' con tornillo, Fiero",17501206685942,27501206685949
"47320","TAE-5/16TG","Caja con 100 taquetes expansivos de 5/16' con tornillo,Fiero",17506240670718,27506240670715
"46676","TAE-5/8A1","Bolsa con 2 taquetes arpón 5/8' x 3-1/2', Fiero",17506240687471,27506240687478
"46651","TAE-5/8A1G","Caja con 25 taquetes arpón de 5/8' x 3-1/2', Fiero",17506240687723,27506240687720
"46677","TAE-5/8A2","Bolsa con 2 taquetes arpón 5/8' x 4-1/2', Fiero",17506240687464,27506240687461
"46652","TAE-5/8A2G","Caja con 25 taquetes arpón de 5/8' x 4-1/2', Fiero",17506240687716,27506240687713
"46678","TAE-5/8A3","Bolsa con 2 taquetes arpón 5/8' x 5', Fiero",17506240687457,27506240687454
"46653","TAE-5/8A3G","Caja con 25 taquetes arpón de 5/8' x 5', Fiero",17506240687709,27506240687706
"46679","TAE-5/8A4","Bolsa con 2 taquetes arpón 5/8' x 6', Fiero",17506240687440,27506240687447
"46654","TAE-5/8A4G","Caja con 25 taquetes arpón de 5/8' x 6', Fiero",17506240687693,27506240687690
"46680","TAE-5/8A5","Bolsa con 2 taquetes arpón 5/8' x 7', Fiero",17506240687433,27506240687430
"46655","TAE-5/8A5G","Caja con 25 taquetes arpón de 5/8' x 7', Fiero",17506240687686,27506240687683
"46681","TAE-5/8A6","Bolsa con 2 taquetes arpón 5/8' x 8-1/2', Fiero",17506240687426,27506240687423
"46656","TAE-5/8A6G","Caja con 25 taquetes arpón de 5/8' x 8-1/2', Fiero",17506240687679,27506240687676
"47372","TAE-5/8T","Bolsa con 2 taquetes expansivos de 5/8' con tornillo, Fiero",17506240670824,27506240670821
"47362","TAE-5/8TG","Caja con 25 taquetes expansivos de 5/8' con tornillo, Fiero",17506240670749,27506240670746
"47564","TAE-8X45A","Bolsa con 4 taquetes expansivos 8x45 mm con armella abierta",17506240670664,27506240670661
"47560","TAE-8X45C","Bolsa con 4 taquetes expansivos 8x45 mm con armella cerrada",17506240670626,27506240670623
"53040","TAJE-60","Tapete de jerga de 60 cm, Klintek",17506240647659,27506240647656
"16665","TAL-1/2N","Taladro 1/2' 700 W, industrial, Truper",17506240601996,27506240601993
"16708","TAL-3/8A2","Taladro 3/8' 400 W, profesional, Truper",17506240643071,27506240643078
"16706","TAL-3/8N2","Taladro 3/8' 450 W, industrial, Truper",17506240625015,27506240625012
"16714","TALE-1/2N","Taladro tipo espada 1/2' 1150 W, industrial, Truper",17506240649486,27506240649483
"18153","TALI-12A2","Taladro inalámbrico 3/8', 12 V, Truper",17506240647000,27506240647007
"18653","TALI-12AC","Taladro compacto inalámbrico 3/8', 12 V, Truper",17506240664175,27506240664172
"29975","TALI-12P","Taladro inalámbrico 3/8', 12 V, Pretul",17506240659416,27506240659413
"27097","TALI-12PK","Kit taladro inalámbrico 3/8', 12 V, y accesorios en maleta",17506240680984,27506240680981
"27120","TALI-12PK2","Kit taladro inalámbrico 3/8', 12 V, y accesorios con estuche",17502309736289,27502309736286
"18154","TALI-20A","Taladro inalámbrico 1/2', 20 V, Truper",17506240647017,27506240647014
"26118","TALI-20P2","Taladro inalámbrico 1/2', 20 V, Pretul",17506240690068,27506240690065
"29001","TALI-20P2K","Kit taladro inalámbrico 1/2', 20 V y 32 accesorios, Pretul",17506240625862,27506240625869
"100989","TAMA-2N","Taladro magnético 1 3/8' 1200 W, industrial, Truper Expert",17506240681929,27506240681926
"16908","TAN-PI10","Tanque para pintura con manguera y pistola, 10 litros",17506240653674,27506240653671
"18438","TAP-DES-1000","Tapa de repuesto para desbrozadora DES-1000, Pretul",17506240665257,27506240665254
"27053","TAP-DES-300P2","Tapa de repuesto para Desbrozadora DES-300P2, Pretul",17506240655890,27506240655897
"18412","TAP-DES-550","Tapa de repuesto para Desbrozadora DES-550, Truper",17506240655791,27506240655798
"12677","TAP-DES-600","Tapa de repuesto para desbrozadoras DES-600, Truper",17501206693367,27501206693364
"16925","TAP-GRUPO-01","Tapa de repuesto para desbrozadoras, DES-25P, 26C, 30C",17506240643880,27506240643887
"16928","TAP-GRUPO-02","Tapa de repuesto para desbrozadoras, DES-26R y DES-30R",17506240643910,27506240643917
"17248","TAP-GRUPO-03","Tapa de repuesto para desmalezadoras DES-330, 430 y 520",17506240665295,27506240665292
"102621","TAP-PA","Bolsa con 10 tapas de repuesto para pintura aerosol Truper",17502309732533,27502309732530
"49555","TAPA-5","Juego 2 tapas para coladera de 5', Foset",17506240613609,27506240613606
"60102","TAPE-T","Tapete Truper",17501206612450,27501206612457
"16178","TAPI-13","Taladro de piso 13' de 560 W (3/4 HP), broquero de 5/8'",17501206638542,27501206638549
"16180","TAPI-15","Taladro de piso 15' de 750 W (1 HP), broquero de 5/8'",17501206638559,27501206638556
"16182","TAPI-17","Taladro de piso 17', broquero 5/8', 1200W (1-1/2HP), Truper",17501206638566,27501206638563
"16174","TAPI-8","Taladro de piso 8' de 250 W (1/3 HP), broquero de 1/2'",17501206638535,27501206638532
"101135","TAPOA-MOTO","Kit de tapón y empaque para contenedor de aceite p/motobomba",17506240682919,27506240682916
"101138","TAPOG-MOTO","Tapón de gasolina para motobomba, Truper",17506240682940,27506240682947
"40164","TAQ-1/2P","Bolsa con 50 taquetes de plástico 1/2', Fiero",17506240688485,27506240688482
"42008","TAQ-1/2TP","Bolsa con 100 taquetes de plástico 1/2', para panel de yeso",17506240676185,27506240676182
"44199","TAQ-1/4P","Bolsa con 50 taquetes de plástico 1/4', Fiero",17501206674243,27501206674240
"40163","TAQ-3/16P","Bolsa con 50 taquetes de plástico 3/16', Fiero",17506240688478,27506240688475
"44201","TAQ-3/8P","Bolsa con 50 taquetes de plástico 3/8', Fiero",17501206674267,27501206674264
"44200","TAQ-5/16P","Bolsa con 50 taquetes de plástico 5/16', Fiero",17501206674250,27501206674257
"18535","TAV-D","Tijera de aviación 10' corte derecho, Truper",17501206626136,27501206626133
"18534","TAV-I","Tijera de aviación 10' corte izquierdo, Truper",17501206626129,27501206626126
"18531","TAV-R","Tijera de aviación 10' corte recto, Truper",17501206626112,27501206626119
"44934","TAVO-10","Bolsa con 1 kg de tachuelas pavonadas No. 10, Fiero",17506240619212,27506240619219
"44935","TAVO-11","Bolsa con 1 kg de tachuelas pavonadas No. 11, Fiero",17506240619229,27506240619226
"44936","TAVO-12","Bolsa con 1 kg de tachuelas pavonadas No. 12, Fiero",17506240619236,27506240619233
"44937","TAVO-14","Bolsa con 1 kg de tachuelas pavonadas No. 14, Fiero",17506240619243,27506240619240
"44938","TAVO-16","Bolsa con 1 kg de tachuelas pavonadas No. 16, Fiero",17506240619250,27506240619257
"44930","TAVO-3","Bolsa con 1 kg de tachuelas pavonadas No. 3, Fiero",17506240619175,27506240619172
"44931","TAVO-4","Bolsa con 1 kg de tachuelas pavonadas No. 4, Fiero",17506240619182,27506240619189
"44932","TAVO-6","Bolsa con 1 kg de tachuelas pavonadas No. 6, Fiero",17506240619199,27506240619196
"44933","TAVO-8","Bolsa con 1 kg de tachuelas pavonadas No. 8, Fiero",17506240619205,27506240619202
"18399","TB-122","Tijera para ramas 68 cm Classic mangos tubulares, Truper",17501206652371,27501206652378
"18397","TB-17","Tijera para poda 53 cm ligera mangos tubulares, Truper",17501206652340,27501206652347
"18398","TB-19","Tijera para poda 55 cm Classic mangos tubulares, Truper",17501206652357,27501206652354
"11880","TB-45/50","Bastidor tubular calibre 16 para carretillas Truper",17501206691134,27501206691131
"20641","TB-45/50P","Bastidor tubular calibre 18 para carretillas Pretul",17506240673474,27506240673471
"26039","TB-4P","Tornillo de banco 4' de hierro gris, Pretul",17506240642043,27506240642040
"26042","TB-5P","Tornillo de banco 5' de hierro gris, Pretul",17506240642050,27506240642057
"26043","TB-6P","Tornillo de banco 6' de hierro gris, Pretul",17506240642067,27506240642064
"26044","TB-8P","Tornillo de banco 8' de hierro gris, Pretul",17506240642074,27506240642071
"19707","TB-KID","2 Bastidores para carretilla CAT-KID, Truper",17501206652135,27501206652132
"46783","TBE-061","Juego manerales redondos, roscables p/regadera, cromo, Foset",17506240696237,27506240696234
"46785","TBE-061M","Juego manerales redondos, roscables p/regadera, negro, Foset",17506240696251,27506240696258
"46784","TBE-061N","Juego manerales redondos, roscables p/regadera, satín, Foset",17506240696244,27506240696241
"46777","TBE-062","Juego manerales palanca, roscables p/regadera, cromo, Foset",17506240696176,27506240696173
"46779","TBE-062M","Juego manerales palanca, roscables p/regadera, negro, Foset",17506240696190,27506240696197
"46778","TBE-062N","Juego manerales palanca, roscables p/regadera, satín, Foset",17506240696183,27506240696180
"46786","TBE-661","Juego manerales redondos, soldables p/regadera, cromo, Foset",17506240696268,27506240696265
"46788","TBE-661M","Juego manerales redondos, soldables p/regadera, negro, Foset",17506240696282,27506240696289
"46787","TBE-661N","Juego manerales redondos, soldables p/regadera, satín, Foset",17506240696275,27506240696272
"46780","TBE-662","Juego manerales palanca, soldables p/regadera, cromo, Foset",17506240696206,27506240696203
"46782","TBE-662M","Juego manerales palanca, soldables p/regadera, negro, Foset",17506240696220,27506240696227
"46781","TBE-662N","Juego manerales palanca, soldables p/regadera, satín, Foset",17506240696213,27506240696210
"46774","TBF-81","Mezcladora para fregadero, manerales redondos,cromo, Tubig",17506240696060,27506240696067
"46776","TBF-81M","Mezcladora p/fregadero,manerales redondos,negro mate,Tubig",17506240696084,27506240696081
"46775","TBF-81N","Mezcladora para fregadero, manerales redondos,satín, Tubig",17506240696077,27506240696074
"46771","TBF-82","Mezcladora para fregadero, manerales palanca, cromo, Tubig",17506240696039,27506240696036
"46773","TBF-82M","Mezcladora para fregadero,manerales palanca,negro mate,Tubig",17506240696053,27506240696050
"46772","TBF-82N","Mezcladora para fregadero, manerales palanca, satín, Tubig",17506240696046,27506240696043
"46765","TBF-83","Monomando para fregadero, cuello alto, cromo, Foset Tubig",17506240696671,27506240696678
"46767","TBF-83M","Monomando para fregadero, cuello alto, negro mate, Tubig",17506240696695,27506240696692
"46766","TBF-83N","Monomando para fregadero, cuello alto, satín, Foset Tubig",17506240696688,27506240696685
"46768","TBF-84","Monomando para fregadero, cuello extraible, cromo, Tubig",17506240696299,27506240696296
"46770","TBF-84M","Monomando para fregadero,cuello extraible,negro mate,Tubig",17506240696312,27506240696319
"46769","TBF-84N","Monomando para fregadero, cuello extraible, satín, Tubig",17506240696305,27506240696302
"47386","TBF-87","Monomando para fregadero con cuello flexible, cromo, Tubig",17502309735244,27502309735241
"47388","TBF-87M","Monomando para fregadero con cuello flexible, negro, Tubig",17502309735268,27502309735265
"47387","TBF-87N","Monomando para fregadero con cuello flexible, satín, Tubig",17502309735251,27502309735258
"46762","TBM-45","Monomando corto para lavabo, cromo, Foset Tubig",17506240696640,27506240696647
"46764","TBM-45M","Monomando corto para lavabo, negro mate, Foset Tubig",17506240696664,27506240696661
"46763","TBM-45N","Monomando corto para lavabo, satín, Foset Tubig",17506240696657,27506240696654
"46753","TBM-61","Mezcladora p/lavabo, bar, manerales redondos, cromo, Tubig",17506240696008,27506240696005
"46755","TBM-61M","Mezcladora p/lavabo,bar,manerales redondos,negro mate,Tubig",17506240696022,27506240696029
"46754","TBM-61N","Mezcladora p/lavabo, bar, manerales redondos, satín, Tubig",17506240696015,27506240696012
"46750","TBM-62","Mezcladora p/lavabo, bar, manerales palanca, cromo, Tubig",17506240695971,27506240695978
"46752","TBM-62M","Mezcladora p/lavabo,bar,manerales palanca,negro mate,Tubig",17506240695995,27506240695992
"46751","TBM-62N","Mezcladora p/lavabo, bar, manerales palanca, satín, Tubig",17506240695988,27506240695985
"46789","TBM-71","Monomando para regadera, cromo, Foset Tubig",17506240696480,27506240696487
"46791","TBM-71M","Monomando para regadera, negro mate, Foset",17506240696503,27506240696500
"46790","TBM-71N","Monomando para regadera, satín, Foset Tubig",17506240696497,27506240696494
"46759","TBM-91","Mezcladora p/lavabo,taladros separados,redondos,cromo,Tubig",17506240696121,27506240696128
"46761","TBM-91M","Mezcladora p/lavabo,taladros separados,redondos,negro,Tubig",17506240696145,27506240696142
"46760","TBM-91N","Mezcladora p/lavabo,taladros separados,redondos,satín,Tubig",17506240696138,27506240696135
"46756","TBM-92","Mezcladora p/lavabo,taladros separados,palanca,cromo,Tubig",17506240696091,27506240696098
"46758","TBM-92M","Mezcladora p/lavabo,taladros separados,palanca,negro,Tubig",17506240696114,27506240696111
"46757","TBM-92N","Mezcladora p/lavabo,taladros separados,palanca,satín,Tubig",17506240696107,27506240696104
"46872","TBMM-45","Maneral repuesto para monomando, cromo, Foset",17502309735336,27502309735333
"46874","TBMM-45M","Maneral repuesto para monomando, negro, Foset",17502309735350,27502309735357
"46873","TBMM-45N","Maneral repuesto para monomando, satín, Foset",17502309735343,27502309735340
"46869","TBMM-61","Juego de 2 manerales para mezcladora, volante, cromo, Tubig",17502309735305,27502309735302
"46871","TBMM-61M","Juego de 2 manerales para mezcladora, volante, negro, Tubig",17502309735329,27502309735326
"46870","TBMM-61N","Juego de 2 manerales para mezcladora, volante, satín, Tubig",17502309735312,27502309735319
"46866","TBMM-62","Juego de 2 manerales para mezcladora, palanca, cromo, Tubig",17502309735275,27502309735272
"46868","TBMM-62M","Juego de 2 manerales para mezcladora, palanca, negro, Tubig",17502309735299,27502309735296
"46867","TBMM-62N","Juego de 2 manerales para mezcladora, palanca, satín, Tubig",17502309735282,27502309735289
"46878","TBMR-61","Juego de 2 manerales para regadera, volante, cromo, Tubig",17502309735398,27502309735395
"46880","TBMR-61M","Juego de 2 manerales para regadera, volante, negro, Tubig",17502309735411,27502309735418
"46879","TBMR-61N","Juego de 2 manerales para regadera, volante, satín, Tubig",17502309735404,27502309735401
"46875","TBMR-62","Juego de 2 manerales para regadera, palanca, cromo, Tubig",17502309735367,27502309735364
"46877","TBMR-62M","Juego de 2 manerales para regadera, palanca, negro, Tubig",17502309735381,27502309735388
"46876","TBMR-62N","Juego de 2 manerales para regadera, palanca, satín, Tubig",17502309735374,27502309735371
"47233","TC-1-1/4-G","Tubo de acero roscado de 3 m pared gruesa, 1-1/4', Volteck",17506240668876,27506240668873
"47389","TC-1-1/4-GC","Tubo conduit galvanizado para mufa, 1-1/4', 1.5 m",17502309735039,27502309735036
"47773","TC-1-DV","Tubo Conduit 1' galvanizado 3 m pared delgada, et. verde",17502309732298,27502309732295
"47232","TC-1/2-DA","Tubo de acero de 3 m pared delgada, 1/2', Volteck",17506240668869,27506240668866
"47771","TC-1/2-DV","Tubo Conduit 1/2' galvanizado 3 m pared delgada, et. verde",17502309732274,27502309732271
"17745","TC-16","Tornillo de carpintero 16', Truper",17501206640743,27501206640740
"47772","TC-3/4-DV","Tubo Conduit 3/4' galvanizado 3 m pared delgada, et. verde",17502309732281,27502309732288
"101215","TC-LB-3x21A2","Tapa porta carbón de repuesto para LIBA-3X21A2, Truper",17506240684937,27506240684934
"101179","TC-LB-4X24N3","Tapa porta carbón de repuesto para LIBA-4X24N3, Truper",17506240684975,27506240684972
"18389","TE-19S","Tijera para poda 58 cm filo dentado mangos de madera c/grip",17501206653309,27501206653306
"18390","TE-19W","Tijera para poda 58 cm filo ondulado mangos de madera c/grip",17501206653316,27501206653313
"48105","TE-I","Toma de teléfono, línea Italiana, color marfil, Volteck",17501206690885,27501206690882
"48140","TE-IB","Toma de teléfono, línea Italiana, color blanco, Volteck",17506240606823,27506240606820
"47611","TE-IN","Toma de teléfono, línea Italiana, color negro, Volteck",17506240680731,27506240680738
"48327","TE-OB","Toma de teléfono, línea Oslo, color blanco, Volteck",17506240625497,27506240625494
"47056","TE15-EB","Toma de teléfono, 1.5 módulos, línea Española, color blanco",17506240666476,27506240666473
"47831","TE15-LA","Toma de teléfono acero inox de 1.5 módulos, línea Lisboa",17502309731697,27502309731694
"47951","TE15-LB","Toma de teléfono blanco de 1.5 módulos, línea Lisboa",17502309731338,27502309731335
"47884","TE15-LN","Toma de teléfono negro de 1.5 módulos, línea Lisboa, Volteck",17502309732052,27502309732059
"23040","TEBA-1","Blíster 2 terminales plomo poste lateral p/batería, Pretul",17506240618536,27506240618533
"23041","TEBA-2","Blíster 2 terminales plomo poste superior p/batería, Pretul",17506240618543,27506240618540
"23042","TEBA-3","Blíster 2 terminales latón poste superior p/batería, Pretul",17506240618550,27506240618557
"49210","TECO-60R","Termocople 60 cm roscable, Foset",17506240600777,27506240600774
"49211","TECO-60S","Termocople 60 cm soldable, Foset",17506240600784,27506240600781
"48385","TEM-1","Temporizador analógico, 1 evento, Volteck",17506240625701,27506240625708
"46997","TEM-1B","Temporizador analógico 1 evento, intervalos de 30 min.",17502309733035,27502309733032
"46996","TEM-1M","Mini Temporizador analógico 1 evento, intervalos de 15 min.",17502309733028,27502309733025
"48386","TEM-8","Temporizador digital, 8 eventos, Volteck",17506240625718,27506240625715
"44949","TEMO-06FG","Rollo de 30 m x 0.6 m malla mosquitera fibra de vidrio gris",17506240638619,27506240638616
"44984","TEMO-06FN","Rollo de 30 m x 0.6 m malla mosquitera fibra de vidrio negra",17506240638671,27506240638678
"44957","TEMO-06PG","Rollo de 30 m x 0.6 m de malla mosquitera plástica gris",17506240624155,27506240624152
"44950","TEMO-06PV","Rollo de 30 m x 0.6 m de malla mosquitera plástica verde",17506240624087,27506240624084
"44964","TEMO-07FG","Rollo de 30 m x 0.75 m malla mosquitera fibra de vidrio gris",17506240638626,27506240638623
"44993","TEMO-07FN","Rollo de 30 m x 0.75m malla mosquitera fibra de vidrio negra",17506240638688,27506240638685
"44958","TEMO-07PG","Rollo de 30 m x 0.75 m de malla mosquitera plástica gris",17506240624162,27506240624169
"44951","TEMO-07PV","Rollo de 30 m x 0.75 m de malla mosquitera plástica verde",17506240624094,27506240624091
"44965","TEMO-09FG","Rollo de 30 m x 0.9 m malla mosquitera fibra de vidrio gris",17506240638633,27506240638630
"44994","TEMO-09FN","Rollo de 30 m x 0.9 m malla mosquitera fibra de vidrio negra",17506240638695,27506240638692
"44959","TEMO-09PG","Rollo de 30 m x 0.9 m de malla mosquitera plástica gris",17506240624179,27506240624176
"44952","TEMO-09PV","Rollo de 30 m x 0.9 m de malla mosquitera plástica verde",17506240624100,27506240624107
"44981","TEMO-10FG","Rollo de 30 m x 1.05 m malla mosquitera fibra de vidrio gris",17506240638640,27506240638647
"44995","TEMO-10FN","Rollo de 30 m x 1.05m malla mosquitera fibra de vidrio negra",17506240638701,27506240638708
"44960","TEMO-10PG","Rollo de 30 m x 1.05 m de malla mosquitera plástica gris",17506240624186,27506240624183
"44953","TEMO-10PV","Rollo de 30 m x 1.05 m de malla mosquitera plástica verde",17506240624117,27506240624114
"44982","TEMO-12FG","Rollo de 30 m x 1.2 m malla mosquitera fibra de vidrio gris",17506240638657,27506240638654
"44996","TEMO-12FN","Rollo de 30 m x 1.2 m malla mosquitera fibra de vidrio negra",17506240638718,27506240638715
"44961","TEMO-12PG","Rollo de 30 m x 1.2 m de malla mosquitera plástica gris",17506240624193,27506240624190
"44954","TEMO-12PV","Rollo de 30 m x 1.2 m de malla mosquitera plástica verde",17506240624124,27506240624121
"44983","TEMO-15FG","Rollo de 30 m x 1.5 m malla mosquitera fibra de vidrio gris",17506240638664,27506240638661
"44997","TEMO-15FN","Rollo de 30 m x 1.5 m malla mosquitera fibra de vidrio negra",17506240638725,27506240638722
"44962","TEMO-15PG","Rollo de 30 m x 1.5 m de malla mosquitera plástica gris",17506240624209,27506240624206
"44955","TEMO-15PV","Rollo de 30 m x 1.5 m de malla mosquitera plástica verde",17506240624131,27506240624138
"44963","TEMO-17PG","Rollo de 30 m x 1.7 m de malla mosquitera plástica gris",17506240624216,27506240624213
"44956","TEMO-17PV","Rollo de 30 m x 1.7 m de malla mosquitera plástica verde",17506240624148,27506240624145
"44054","TEN-1/4A","Tensor zinc 1/4' gancho-argolla, Fiero",17501206694791,27501206694798
"44061","TEN-1/4G","Tensor zinc 1/4' gancho-gancho, Fiero",17501206694678,27501206694675
"44053","TEN-3/16A","Tensor zinc 3/16' gancho-argolla, Fiero",17501206694630,27501206694637
"44060","TEN-3/16G","Tensor zinc 3/16' gancho-gancho, Fiero",17501206694661,27501206694668
"44056","TEN-3/8A","Tensor zinc 3/8' gancho-argolla, Fiero",17501206694654,27501206694651
"44063","TEN-3/8G","Tensor zinc 3/8' gancho-gancho, Fiero",17501206694692,27501206694699
"44055","TEN-5/16A","Tensor zinc 5/16' gancho-argolla, Fiero",17501206694647,27501206694644
"44062","TEN-5/16G","Tensor zinc 5/16' gancho-gancho, Fiero",17501206694685,27501206694682
"44071","TENF-1","Tensor forjado 1' gancho-argolla, Fiero",17501206694746,27501206694743
"44067","TENF-1/2","Tensor forjado 1/2' gancho-argolla, Fiero",17501206694708,27501206694705
"44069","TENF-3/4","Tensor forjado 3/4' gancho-argolla, Fiero",17501206694722,27501206694729
"44068","TENF-5/8","Tensor forjado 5/8' gancho-argolla, Fiero",17501206694715,27501206694712
"44070","TENF-7/8","Tensor forjado 7/8' gancho-argolla, Fiero",17501206694739,27501206694736
"25090","TENS-20","Juego de 20 tensores elásticos, Pretul",17506240686627,27506240686624
"25091","TENS-2C","Bolsa con 2 tensores elásticos verdes de 45 cm, Pretul",17506240686634,27506240686631
"25093","TENS-2L","Bolsa con 2 tensores elásticos azules de 90 cm, Pretul",17506240686658,27506240686655
"25092","TENS-2M","Bolsa con 2 tensores elásticos amarillos de 60 cm, Pretul",17506240686641,27506240686648
"25094","TENS-6","Juego de 6 tensores elásticos, Pretul",17506240686665,27506240686662
"22021","TENS-8","Juego de 8 tensores elásticos, Pretul",17506240616204,27506240616201
"49212","TEPAR-60","Termopar con piloto, tubo de cobre, 60 cm, Foset",17506240600791,27506240600798
"46146","TEPAR-60A","Termopar con piloto, tubo de aluminio, 60 cm, Foset",17506240669859,27506240669856
"46148","TEPAR-60F","Termopar tipo flauta, 60 cm, Foset",17506240669835,27506240669832
"46149","TEPAR-60FB","Termopar tipo flauta con bujía, 60 cm, Foset",17506240669828,27506240669825
"46147","TEPAR-60G","Termopar tipo Greyson, 60 cm, Foset",17506240669842,27506240669849
"48142","TERA-K55","Juego de 55 terminales aisladas para cable, Volteck",17506240647666,27506240647663
"62100","TERMO-04","Termo de acero inoxidable de 400 ml, Truper",17506240637094,27506240637091
"62126","TERMO-07A","Botella de aluminio de 750 ml, Truper",17506240646331,27506240646338
"62125","TERMO-18","Termo de 18 L para bebidas frías, Truper",17506240635083,27506240635080
"46902","TF-1","Rollo de 50 m de tubo flexible metálico de 1', Volteck",17501206659486,27501206659483
"46900","TF-1/2","Rollo de 50 m de tubo flexible metálico de 1/2', Volteck",17501206659462,27501206659469
"100652","TF-112","Tijera para ramas 38 cm tipo California mangos de aluminio",17506240678639,27506240678636
"18392","TF-122","Tijera para ramas 70 cm tipo California mangos de aluminio",17501206612955,27501206612952
"46901","TF-3/4","Rollo de 50 m de tubo flexible metálico de 3/4', Volteck",17501206659479,27501206659476
"12645","TFC-100ME","Cinta larga 100 m de fibra de vidrio, tipo cruceta, Truper",17501206632076,27501206632073
"12646","TFC-30ME","Cinta larga 30 m de fibra de vidrio, tipo cruceta, Truper",17501206668822,27501206668829
"12647","TFC-50ME","Cinta larga 50 m de fibra de vidrio, tipo cruceta, Truper",17501206668815,27501206668812
"47323","TFR-1","Rollo de 50 m de tubo flexible liquid tight de 1', Volteck",17501206696511,27501206696518
"47321","TFR-1/2","Rollo de 50 m de tubo flexible liquid tight de 1/2', Volteck",17501206696498,27501206696495
"47322","TFR-3/4","Rollo de 50 m de tubo flexible liquid tight de 3/4', Volteck",17501206696504,27501206696501
"18501","TH-10","Tijera para hojalatero 10', Truper",17501206640316,27501206640313
"18523","TH-10C","Tijera para hojalatero 10' angulada, Truper",17501206660284,27501206660281
"26050","TH-10P","Tijera para hojalatero 10', Pretul",17506240601941,27506240601948
"18502","TH-12","Tijera para hojalatero 12', Truper",17501206640323,27501206640320
"18527","TH-12A","Tijera ligera para hojalatero 12', Truper",17506240641886,27506240641883
"26051","TH-12P","Tijera para hojalatero 12', Pretul",17506240601958,27506240601955
"18503","TH-14","Tijera para hojalatero 14', Truper",17501206641313,27501206641310
"18522","TH-16","Tijera para hojalatero 16, Truper",17501206660277,27501206660274
"102678","TH-2.5","Talacho-hacha 2.5 lb, sin mango, Truper",17502309735688,27502309735685
"18632","TH-2.5M","Talacho-hacha 2.5 lb con mango de fibra de vidrio de 36'",17501206630614,27501206630611
"18623","TH-5","Talacho-hacha, 5 lb sin mango, Truper",17501206632236,27501206632233
"18648","TH-5M","Talacho-hacha 5 lb con mango de 36', Truper",17501206675516,27501206675513
"18520","TH-7","Tijera para hojalatero 7', Truper",17501206660253,27501206660250
"18500","TH-8","Tijera para hojalatero 8', Truper",17501206640309,27501206640306
"26052","TH-8P","Tijera para hojalatero 8', Pretul",17506240607301,27506240607308
"18551","TI-10","Tijera 10' industrial para sastre, Truper",17501206643317,27501206643314
"18552","TI-12","Tijera 12' industrial para sastre, Truper",17501206643324,27501206643321
"18550","TI-8","Tijera 8' industrial para sastre, Truper",17501206643300,27501206643307
"100449","TIC-8","Tijera 8' multiusos de acero inoxidable p/cocina, mango TPR",17506240678455,27506240678452
"18496","TICO-10","Tijera 10' de acero inoxidable para costura, Truper",17501206670184,27501206670181
"18494","TICO-8","Tijera 8-1/2' de acero inoxidable para costura, Truper",17501206670160,27501206670167
"18495","TICO-9","Tijera 9-1/2' de acero inoxidable para costura, Truper",17501206670177,27501206670174
"23240","TIES-4-1/2","Tijera 4-1/2' de acero inoxidable punta roma escolar, Pretul",17501206659127,27501206659124
"46605","TIM","Timbre alámbrico, 1 tono, Volteck",17501206690540,27501206690547
"46611","TIMC-10","Timbre tipo campana de 10', Volteck",17501206664381,27501206664388
"48101","TIMC-2","Timbre tipo campana de 2', Volteck",17501206690557,27501206690554
"46607","TIMC-4","Timbre tipo campana de 4', Volteck",17501206664350,27501206664357
"46609","TIMC-6","Timbre tipo campana de 6', Volteck",17501206664367,27501206664364
"46610","TIMC-8","Timbre tipo campana de 8', Volteck",17501206664374,27501206664371
"46630","TIMI-100","Timbre inalámbrico de pilas, 36 tonos, Volteck",17506240622335,27506240622332
"46631","TIMI-100C","Timbre inalámbrico con receptor para enchufar, 1 tono",17506240622342,27506240622349
"18493","TIMU-8","Tijera 8' multiusos de acero inoxidable, mango Comfort Grip",17501206670153,27501206670150
"18564","TIMU-8E","Tijera 8' multiusos de acero inoxidable, cuchillas dentadas",17501206681791,27501206681798
"23187","TINOX-6R","Tijera 6' de acero inoxidable para casa y oficina, Pretul",17501206678166,27501206678163
"23186","TINOX-7R","Tijera 7' de acero inoxidable para casa y oficina, Pretul",17501206678159,27501206678156
"23185","TINOX-8C","Tijera 8' de acero inoxidable para casa y oficina, Pretul",17501206678142,27501206678149
"18497","TIOF-5","Tijera 5-1/2' de acero inoxidable para electricista, Truper",17501206670191,27501206670198
"18498","TIOF-6","Tijera 6-1/2' de acero inoxidable para oficina, Truper",17501206670207,27501206670204
"18485","TIOF-8","Tijera 8' de acero inoxidable para oficina, Truper",17506240614316,27506240614313
"18491","TIPE-6","Tijera 6' de acero inoxidable con gancho para estilista",17501206670139,27501206670136
"46368","TIR-001L","Tira de LED de 5 m 18 W para interior y exterior luz de día",17506240629433,27506240629430
"46369","TIR-002L","Tira de LED de 5 m 18 W para interior y exterior luz cálida",17506240629440,27506240629447
