key,code,ean,DUN-14 Inner,DUN-14 Master,unit,description,brand,buy,retailsale,wholesale,inventory,min_inventory,department
MTR-20P,20597,7506240651840,17506240651847,27506240651844,Pieza,"Martillo uña recta 20 oz, mango tubular, Pretul",Pretul,129,187,155,10,1,Martillos
MTR-20X,16661,7501206675595,17501206675592,27501206675599,Pieza,Martillo tubular pulido 20 oz alojamiento imantado uña recta,Truper,155,225,185,10,1,Martillos
MTT-7,16860,7501206621585,17501206621582,27501206621589,Pieza,"Martillo 7 oz tapicero, mango 12', Truper",Truper,125,196,162,10,1,Martillos
MUBA-10B,44002,7506240675679,17506240675676,27506240675673,Pieza,"Lavabo cerámico con rebosadero, blanco, Foset",Foset,415,605,499,10,1,Muebles de baño
MUBA-10M,49356,7506240679936,17506240679933,27506240679930,Pieza,"Lavabo cerámico con rebosadero, marfil, Foset",Foset,465,675,559,10,1,Muebles de baño
MUBA-20B,44005,7506240675686,17506240675683,27506240675680,Pieza,"Pedestal cerámico para lavabo, blanco, Foset",Foset,365,529,439,10,1,Muebles de baño
MUBA-20M,49357,7506240679943,17506240679940,27506240679947,Pieza,"Pedestal cerámico para lavabo, marfil, Foset",Foset,405,588,485,10,1,Muebles de baño
MUBA-30B,44008,7506240675693,17506240675690,27506240675697,Pieza,"Tanque bajo cerámico con accesorios, blanco, Foset",Foset,665,965,799,10,1,Muebles de baño
MUBA-30M,49355,7506240679929,17506240679926,27506240679923,Pieza,"Tanque bajo cerámico con accesorios, marfil, Foset",Foset,745,1085,895,10,1,Muebles de baño
MUBA-40B,44011,7506240675709,17506240675706,27506240675703,Pieza,"Taza redonda cerámica, blanca, Foset",Foset,665,965,799,10,1,Muebles de baño
MUBA-40M,49354,7506240679912,17506240679919,27506240679916,Pieza,"Taza redonda cerámica, marfil, Foset",Foset,745,1085,895,10,1,Muebles de baño
MUFA-1,46940,7501206659618,17501206659615,27501206659612,Pieza,"Mufa con abrazadera para tubo 1', Volteck",Volteck,39,62,49,10,1,Tubos y accesorios Conduit
MUFA-1-1/4,46943,7501206691564,17501206691561,27501206691568,Pieza,"Mufa con abrazadera para tubo 1-1/4', Volteck",Volteck,49,77,63,10,1,Tubos y accesorios Conduit
MUFA-1/2,46942,7501206659632,17501206659639,27501206659636,Pieza,"Mufa con abrazadera para tubo 1/2', Volteck",Volteck,25,39,33,10,1,Tubos y accesorios Conduit
MUFA-3/4,46941,7501206659625,17501206659622,27501206659629,Pieza," Mufa con abrazadera para tubo 3/4', Volteck",Volteck,29,46,38,10,1,Tubos y accesorios Conduit
MUFAR-1-1/4,46097,7506240667704,17506240667701,27506240667708,Pieza,"Mufa roscada 1-1/4' para tubo, Volteck",Volteck,27,39,32,10,1,Kit de instalación CFE
MUL-10,47234,7501206661758,17501206661755,27501206661752,Pieza,"Multicontacto 14 AWG uso rudo con 10 entradas, Volteck",Volteck,105,155,125,10,1,Multicontactos en barra y de figuras
MUL-1012X,48190,7506240618317,17506240618314,27506240618311,Pieza,Multicontacto 14 AWG industrial supresor picos 10 entradas,Volteck,295,429,355,10,1,Multicontactos en barra y de figuras
MUL-230U,46088,7506240621270,17506240621277,27506240621274,Pieza,"Multicontacto, 2 entradas,con 2 entradas USB, aterrizado",Volteck,155,245,199,10,1,Multicontactos y adaptadores
MUL-300,46808,7501206657331,17501206657338,27501206657335,Pieza,"Multicontacto triple, tipo cubo, Volteck",Volteck,20,32,26,10,1,Multicontactos y adaptadores
MUL-305,46814,7506240634560,17506240634567,27506240634564,Par,"Multicontacto triple, 2 polos + tierra, Volteck",Volteck,17,27,22,10,1,Multicontactos y adaptadores
MUL-310,46800,7501206657348,17501206657345,27501206657342,Pieza,"Multicontacto triple aterrizado, tipo cubo, Volteck",Volteck,25,39,33,10,1,Multicontactos y adaptadores
MUL-320,46810,7501206657355,17501206657352,27501206657359,Pieza,"Multicontacto triple aterrizado, barra, Volteck",Volteck,27,42,35,10,1,Multicontactos y adaptadores
MUL-320G,47199,7506240646082,17506240646089,27506240646086,Pieza,"Multicontacto de barra triple aterrizado, a granel, Volteck",Volteck,22,35,29,10,1,Multicontactos y adaptadores
MUL-330,46809,7501206657362,17501206657369,27501206657366,Pieza,"Multicontacto triple, tipo bisagra Volteck",Volteck,27,42,35,10,1,Multicontactos y adaptadores
MUL-340,46812,7501206657379,17501206657376,27501206657373,Pieza,"Multicontacto triple,tipo bisagra,entradas laterales,Volteck",Volteck,18,28,23,10,1,Multicontactos y adaptadores
MUL-340U,46089,7506240621287,17506240621284,27506240621281,Pieza,Multicontacto 16 AWG 3 entradas 2 puertos USB supresor 300 J,Volteck,149,215,179,10,1,Multicontactos en barra y de figuras
MUL-350,46803,7501206657386,17501206657383,27501206657380,Pieza,"Multicontacto triple aterrizado, tipo 'F' reforzado, Volteck",Volteck,32,49,42,10,1,Multicontactos y adaptadores
MUL-360,46804,7501206657393,17501206657390,27501206657397,Pieza,"Multicontacto triple aterrizado, tipo 'T' reforzado, Volteck",Volteck,32,49,42,10,1,Multicontactos y adaptadores
MUL-370,46801,7501206657409,17501206657406,27501206657403,Pieza,"Multicontacto triple aterrizado, tipo bisagra, Volteck",Volteck,35,55,45,10,1,Multicontactos y adaptadores
MUL-380,46805,7501206657423,17501206657420,27501206657427,Pieza,"Multicontacto triple aterrizado, tipo 'Y',reforzado, Volteck",Volteck,35,55,45,10,1,Multicontactos y adaptadores
MUL-4,47181,7501206661673,17501206661670,27501206661677,Pieza,"Multicontacto 16 AWG uso rudo con 4 entradas, Volteck",Volteck,63,92,75,10,1,Multicontactos en barra y de figuras
MUL-4E,46181,7506240620426,17506240620423,27506240620420,Pieza,"Multicontacto 16 AWG doméstico 4 entradas, Volteck",Volteck,49,72,58,10,1,Multicontactos en barra y de figuras
MUL-4NI,48182,7506240618218,17506240618215,27506240618212,Pieza,"Multicontacto 16 AWG figura de niño con 4 entradas, Volteck",Volteck,135,195,162,10,1,Multicontactos en barra y de figuras
MUL-6,47182,7501206661680,17501206661687,27501206661684,Pieza,"Multicontacto 16 AWG uso rudo con 6 entradas, Volteck",Volteck,75,109,89,10,1,Multicontactos en barra y de figuras
MUL-610,46806,7501206657416,17501206657413,27501206657410,Pieza,"Multicontacto aterrizado ovalado, 6 entradas, Volteck",Volteck,65,102,84,10,1,Multicontactos y adaptadores
MUL-612X,48186,7506240618270,17506240618277,27506240618274,Pieza,Multicontacto 14 AWG industrial supresor de picos 6 entradas,Volteck,235,339,285,10,1,Multicontactos en barra y de figuras
MUL-620,46811,7501206657430,17501206657437,27501206657434,Pieza,"Multicontacto 6 entradas, aterrizado, cuadrado, Volteck",Volteck,49,77,63,10,1,Multicontactos y adaptadores
MUL-627,47183,7501206661697,17501206661694,27501206661691,Pieza,Multicontacto 14 AWG 6 entradas supresor de picos 270 joules,Volteck,115,165,139,10,1,Multicontactos en barra y de figuras
MUL-630,46807,7501206657447,17501206657444,27501206657441,Pieza,"Multicontacto 6 entradas, aterrizado, lateral, Volteck",Volteck,79,125,105,10,1,Multicontactos y adaptadores
MUL-645,47184,7501206661703,17501206661700,27501206661707,Pieza,Multicontacto 14 AWG 6 entradas supresor de picos 450 joules,Volteck,119,169,142,10,1,Multicontactos en barra y de figuras
MUL-660,47185,7501206661710,17501206661717,27501206661714,Pieza,Multicontacto 14 AWG 6 entradas supresor de picos 600 joules,Volteck,165,239,199,10,1,Multicontactos en barra y de figuras
MUL-6E,47188,7501206661741,17501206661748,27501206661745,Pieza,"Multicontacto 16 AWG doméstico 6 entradas, Volteck",Volteck,53,76,63,10,1,Multicontactos en barra y de figuras
MUL-6EG,46021,7506240646099,17506240646096,27506240646093,Pieza,"Multicontacto 16 AWG doméstico 6 entradas, colores a granel",Volteck,47,68,56,10,1,Multicontactos en barra y de figuras
MUL-8,47186,7501206661727,17501206661724,27501206661721,Pieza,"Multicontacto 14 AWG uso rudo con 8 entradas, Volteck",Volteck,99,145,119,10,1,Multicontactos en barra y de figuras
MUL-811,47187,7501206661734,17501206661731,27501206661738,Pieza,Multicontacto 14 AWG 8 entradas supresor de picos 110 joules,Volteck,115,165,139,10,1,Multicontactos en barra y de figuras
MUL-812X,48188,7506240618294,17506240618291,27506240618298,Pieza,Multicontacto 14 AWG industrial supresor de picos 8 entradas,Volteck,255,369,305,10,1,Multicontactos en barra y de figuras
MULEX-3,46813,7506240634553,17506240634550,27506240634557,Par,"Multicontacto triple para extensión, 2 polos + tierra",Volteck,13.5,21,17.5,10,1,Multicontactos y adaptadores
MULH-35A,102429,7502309735155,17502309735152,27502309735159,Pieza,Multi herramienta profesional 350 W con 10 accesorios,Truper,1750,2550,2095,10,1,Máquinas portátiles
MUT-105,10403,7501206625477,17501206625474,27501206625471,Pieza,Multímetro digital para mant automotriz con RMS verdadero,Truper,595,865,715,10,1,Multímetros
MUT-202,10404,7501206625484,17501206625481,27501206625488,Pieza,"Multímetro para mantenimiento industrial con gancho, Truper",Truper,695,1015,835,10,1,Multímetros
MUT-33,10401,7501206625453,17501206625450,27501206625457,Pieza,"Multímetro digital junior, Truper",Truper,275,399,329,10,1,Multímetros
MUT-36,100360,7506240677734,17506240677731,27506240677738,Pieza,"Multímetro digital profesional, Truper",Truper,325,475,389,10,1,Multímetros
MUT-39,10402,7501206625460,17501206625467,27501206625464,Pieza,"Multímetro digital profesional con RMS verdadero, Truper",Truper,545,795,655,10,1,Multímetros
MUT-50A,100361,7506240677741,17506240677748,27506240677745,Pieza,Multimetro profesional con RMS verdadero y auto rango,Truper,625,905,749,10,1,Multímetros
MUT-60A,100362,7506240677758,17506240677755,27506240677752,Pieza,Multimetro profesional con RMS verdadero y auto rango Deluxe,Truper,645,935,775,10,1,Multímetros
MUT-830,10400,7501206625446,17501206625443,27501206625440,Pieza,"Multímetro digital escolar, Truper",Truper,129,187,155,10,1,Multímetros
MUT-CAB,102406,7502309730310,17502309730317,27502309730314,Juego,"Juego de cables de prueba para multímetro, Truper",Truper,45,65,54,10,1,Multímetros
MV-33,46160,7506240650775,17506240650772,27506240650779,Pieza,"Cinta de aislar de 18 m x 19 mm, negra, Volteck",Volteck,10,15.5,13,10,1,Cintas de aislar
MXC-16,17856,7506240620686,17506240620683,27506240620680,Pieza,"Martillo forjado 16 oz uña curva, mango con neopreno, Expert",Expert,295,429,355,10,1,Martillos
MXC-20,16820,7501206621547,17501206621544,27501206621541,Pieza,"Martillo forjado 20 oz uña curva, mango con neopreno, Expert",Expert,315,455,379,10,1,Martillos
MXR-16,17857,7506240620693,17506240620690,27506240620697,Pieza,"Martillo forjado 16 oz uña recta, mango con neopreno, Expert",Expert,295,429,355,10,1,Martillos
MXR-20,16821,7501206621554,17501206621551,27501206621558,Pieza,"Martillo forjado 20 oz uña recta, mango con neopreno, Expert",Expert,315,455,379,10,1,Martillos
N,11850,7501206691038,17501206691035,27501206691032,Pieza,"Llanta neumática reforzada 16', sin cámara, Truper",Truper,145,209,175,10,1,Refacciones de carretillas
N-4770,13226,7501206614921,17501206614928,27501206614925,Pieza,"Nudo universal para dados cuadro 1/4', Truper",Truper,45,75,63,10,1,Matracas y accesorios
N-5270,13669,7501206647837,17501206647834,27501206647831,Pieza,"Nudo universal para dados cuadro 3/8', Truper",Truper,59,99,82,10,1,Matracas y accesorios
N-5470,13428,7501206647561,17501206647568,27501206647565,Pieza,"Nudo universal para dados cuadro 1/2', Truper",Truper,85,145,119,10,1,Matracas y accesorios
N-5670,13910,7501206641613,17501206641610,27501206641617,Pieza,"Nudo universal para dados cuadro 3/4', Truper",Truper,545,855,709,10,1,Matracas y accesorios
N-P,25008,7501206651421,17501206651428,27501206651425,Pieza,"Llanta neumática 14', sin cámara, Pretul",Pretul,69,99,82,10,1,Refacciones de carretillas
N-P16,20584,7506240637974,17506240637971,27506240637978,Pieza,"Llanta neumática 16', sin cámara, Pretul",Pretul,110,159,132,10,1,Refacciones de carretillas
N10,45908,7506240654773,17506240654770,27506240654777,Pieza,"Rueda neumática de 10' sin cámara, Truper",Truper,115,165,139,10,1,Ruedas para diablo
N8,45907,7506240654766,17506240654763,27506240654760,Pieza,"Rueda neumática de 8' sin cámara, Truper",Truper,69,99,82,10,1,Ruedas para diablo
NAMU-100,17113,7506240615569,17506240615566,27506240615563,Pieza,"Multiherramienta con 14 funciones, Truper",Truper,395,619,515,10,1,Multiherramientas
NAMU-12P,24106,7506240616535,17506240616532,27506240616539,Pieza,"Multiherramienta 12 funciones, Pretul",Pretul,145,229,189,10,1,Multiherramientas
NAMU-13P,24105,7506240616528,17506240616525,27506240616522,Pieza,"Multiherramienta 13 funciones, Pretul",Pretul,155,245,199,10,1,Multiherramientas
NAMU-LL,13336,7506240617174,17506240617171,27506240617178,Pieza,"Multiherramienta 6 funciones, con LED, tipo llavero, Truper",Truper,92,145,119,10,1,Llaveros
NC-10,102494,7502309730891,17502309730898,27502309730895,Pieza,"Navaja de costilla con cuerpo metálico, Truper",Truper,12,19,15.5,10,1,Navajas
NEL-8,18539,7506240616177,17506240616174,27506240616171,Pieza,"Cuchillo abatible 8' para electricista mango madera, Truper",Truper,155,245,199,10,1,Cuchillos
NH-3,17058,7501206631447,17501206631444,27501206631441,Pieza,Blíster con 2 niveles de hilo burbuja grande fácil lectura,Truper,19,29,25,10,1,Niveles
NHD,11225,7506240659358,17506240659355,27506240659352,Pieza,Defensa p/bastidores de madera p/carretillas Truper y Pretul,Truper,35,55,45,10,1,Refacciones de carretillas
NHD-S,100181,7506240673378,17506240673375,27506240673372,Pieza,Defensa para bastidores de acero para carretilla CAR-82,Truper,27,42,35,10,1,Refacciones de carretillas
NIAZ-50,102395,7506240699736,17506240699733,27506240699730,Juego,"Bolsa con 50 niveladores para azulejos, Truper",Truper,159,249,205,10,1,Separadores de loseta
NIPLE,19024,7501206602348,17501206602345,27501206602342,Pieza,"Niple de latón, tipo FF, cuerda 1/4 NPT, Truper",Truper,16,25,21,10,1,Accesorios neumáticos
NIPLE-P,27025,7501206681671,17501206681678,27501206681675,Pieza,"Niple acero, cuerda 1/4 NPT, Pretul",Pretul,13,20,17,10,1,Accesorios neumáticos
NL-10,17079,7506240638315,17506240638312,27506240638319,Pieza,"Nivel láser rojo con alcance de 10 m, de pilas, Truper",Truper,895,1299,1075,10,1,Niveles y medidores láser
NL-20,17078,7506240639640,17506240639647,27506240639644,Pieza,"Nivel láser verde con alcance de 20 m, recargable, Truper",Truper,2950,4285,3535,10,1,Niveles y medidores láser
NL-8,14462,7501206645567,17501206645564,27501206645561,Pieza,"Cuchillo 7-1/2' para linóleo, Truper",Truper,49,77,63,10,1,Cuchillos
NL-TRI-150,100811,7506240681397,17506240681394,27506240681391,Pieza,"Tripié telescópico para nivel láser, altura max. 1.45 m",Truper,875,1265,1045,10,1,Niveles y medidores láser
NLP-30,100810,7506240681380,17506240681387,27506240681384,Pieza,"Nivel láser con alcance 30 m y 2 puntos de plomada, de pilas",Truper,2450,3550,2935,10,1,Niveles y medidores láser
NM-1/2,48159,7506240680048,17506240680045,27506240680042,Par,Juego 2 niples con tuercas 1/2' x 3/4' para medidor de agua,Foset,149,235,195,10,1,Conexiones roscables de cobre y bronce
NM-6,16950,7501206640944,17501206640941,27501206640948,Pieza,"Navaja retráctil 7' cuerpo de aluminio, Truper",Truper,110,175,145,10,1,Navajas
NM-6P,22400,7501206645376,17501206645373,27501206645370,Pieza,"Navaja retráctil 6' cuerpo de aluminio, Pretul",Pretul,39,62,49,10,1,Navajas
NM-6S,100850,7506240680321,17506240680328,27506240680325,Pieza,"Navaja auto-retráctil de seguridad 7', Truper",Truper,135,215,175,10,1,Navajas
NP-12,17030,7501206632482,17501206632489,27501206632486,Pieza,Nivel de 12' cuerpo de aluminio con protección de ABS,Truper,79,125,105,10,1,Niveles
NP-12P,22454,7501206668511,17501206668518,27501206668515,Pieza,"Nivel de 12' cuerpo de aluminio, Pretul",Pretul,55,86,72,10,1,Niveles
NP-14,17032,7501206630402,17501206630409,27501206630406,Pieza,Nivel de 14' cuerpo de aluminio con protección de ABS,Truper,89,139,115,10,1,Niveles
NP-14P,22456,7501206668528,17501206668525,27501206668522,Pieza,"Nivel de 14' cuerpo de aluminio, Pretul",Pretul,65,102,84,10,1,Niveles
NP-18,17034,7501206630419,17501206630416,27501206630413,Pieza,Nivel de 18' cuerpo de aluminio con protección de ABS,Truper,120,188,156,10,1,Niveles
NP-18P,22458,7501206668535,17501206668532,27501206668539,Pieza,"Nivel de 18' cuerpo de aluminio, Pretul",Pretul,85,135,109,10,1,Niveles
NP-18X,14625,7506240674979,17506240674976,27506240674973,Pieza,"Nivel de 18' magnético con protección de TPR, Truper Expert",Expert,235,339,285,10,1,Niveles
NP-24,17036,7501206630426,17501206630423,27501206630420,Pieza,Nivel de 24' cuerpo de aluminio con protección de ABS,Truper,145,229,189,10,1,Niveles
NP-24P,22460,7501206668542,17501206668549,27501206668546,Pieza,"Nivel de 24' cuerpo de aluminio, Pretul",Pretul,99,155,129,10,1,Niveles
NP-24X,14626,7506240674986,17506240674983,27506240674980,Pieza,"Nivel de 24' magnético con protección de TPR, Truper Expert",Expert,275,399,329,10,1,Niveles
NP-36,17038,7501206635148,17501206635145,27501206635142,Pieza,Nivel de 36' cuerpo de aluminio con protección de ABS,Truper,205,325,265,10,1,Niveles
NP-36X,14628,7506240674993,17506240674990,27506240674997,Pieza,"Nivel de 36' magnético con protección de TPR, Truper Expert",Expert,365,529,439,10,1,Niveles
NP-48,17040,7501206635155,17501206635152,27501206635159,Pieza,Nivel de 48' cuerpo de aluminio con protección de ABS,Truper,265,415,345,10,1,Niveles
NP-48X,14629,7506240675006,17506240675003,27506240675000,Pieza,"Nivel de 48' magnético con protección de TPR, Truper Expert",Expert,445,645,535,10,1,Niveles
NT-9,11223,7506240658412,17506240658419,27506240658416,Pieza,"Nivel torpedo de 9' magnético cuerpo de ABS, Truper",Truper,59,92,76,10,1,Niveles
NT-9P,22450,7501206635292,17501206635299,27501206635296,Pieza,"Nivel torpedo de 9', Pretul",Pretul,35,55,45,10,1,Niveles
NTX-9,17054,7501206630440,17501206630447,27501206630444,Pieza,"Nivel torpedo de 10' magnético cuerpo de aluminio, Expert",Expert,135,215,175,10,1,Niveles
NUCH-0,43678,7501206678985,17501206678982,27501206678989,Pieza,"Número de latón sólido de 4', No.0, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-0N,47853,7502309730730,17502309730737,27502309730734,Pieza,"Número chico de latón 0, negro",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-1,43679,7501206678992,17501206678999,27501206678996,Pieza,"Número de latón sólido de 4', No.1, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-1N,47854,7502309730747,17502309730744,27502309730741,Pieza,"Número chico de latón 1, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-2,43680,7501206679005,17501206679002,27501206679009,Pieza,"Número de latón sólido de 4', No.2, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-2N,47855,7502309730754,17502309730751,27502309730758,Pieza,"Número chico de latón 2, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-3,43681,7501206679289,17501206679286,27501206679283,Pieza,"Número de latón sólido de 4', No.3, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-3N,47856,7502309730761,17502309730768,27502309730765,Pieza,"Número chico de latón 3, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-4,43682,7501206679296,17501206679293,27501206679290,Pieza,"Número de latón sólido de 4', No.4, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-4N,47857,7502309730778,17502309730775,27502309730772,Pieza,"Número chico de latón 4, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-5,43683,7501206679302,17501206679309,27501206679306,Pieza,"Número de latón sólido de 4', No.5, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-5N,47858,7502309730785,17502309730782,27502309730789,Pieza,"Número chico de latón 5, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-6,43684,7501206679395,17501206679392,27501206679399,Pieza,"Número de latón sólido de 4', No.6, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-6N,47859,7502309730792,17502309730799,27502309730796,Pieza,"Número chico de latón 6, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-7,43685,7501206679401,17501206679408,27501206679405,Pieza,"Número de latón sólido de 4', No.7, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-7N,47860,7502309730808,17502309730805,27502309730802,Pieza,"Número chico de latón 7, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-8,43686,7501206679456,17501206679453,27501206679450,Pieza,"Número de latón sólido de 4', No.8, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-8N,47861,7502309730815,17502309730812,27502309730819,Pieza,"Número chico de latón 8, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-9,43687,7501206679463,17501206679460,27501206679467,Pieza,"Número de latón sólido de 4', No.9, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUCH-9N,47862,7502309730822,17502309730829,27502309730826,Pieza,"Número chico de latón 9, negro, Hermex",Hermex,65,102,84,10,1,Accesorios de cerrajería
NUDO-1/2,44087,7501206693919,17501206693916,27501206693913,Par,"Nudo para cable de 1/2' tarjeta con 1 pza, Fiero",Fiero,20,34,28,10,1,Accesorios para cable
NUDO-1/4,44084,7501206693889,17501206693886,27501206693883,Par,Blíster con 2 nudos (perros) de hierro para cable de 1/4',Fiero,15,25,21,10,1,Accesorios para cable
NUDO-1/8,44082,7501206693865,17501206693862,27501206693869,Par,Blíster con 2 nudos (perros) de hierro para cable de 1/8',Fiero,8,13.5,11,10,1,Accesorios para cable
NUDO-3/16,44083,7501206693872,17501206693879,27501206693876,Par,Blíster con 2 nudos (perros) de hierro para cable de 3/16',Fiero,10,17,14,10,1,Accesorios para cable
NUDO-3/8,44086,7501206693902,17501206693909,27501206693906,Par,"Nudo para cable de 3/8' tarjeta con 1 pza, Fiero",Fiero,14,24,20,10,1,Accesorios para cable
NUDO-5/16,44085,7501206693896,17501206693893,27501206693890,Par,Blíster con 2 nudos (perros) de hierro para cable de 5/16',Fiero,16,27,22,10,1,Accesorios para cable
NV-3,13889,7506240669333,17506240669330,27506240669337,Pieza,"Navaja abatible 3-1/2' mango de madera, Truper",Truper,195,285,235,10,1,Navajas
NV-4,16981,7501206673287,17501206673284,27501206673281,Pieza,"Navaja abatible 4-1/2' mango de madera, Truper",Truper,225,325,269,10,1,Navajas
NV-5,17023,7506240607311,17506240607318,27506240607315,Pieza,"Navaja abatible 4-3/4' mango de madera, Truper",Truper,245,355,295,10,1,Navajas
NV-6X,101101,7506240683551,17506240683558,27506240683555,Pieza,"Navaja abatible 6' cuerpo de aluminio y acero inox, Truper",Truper,125,182,149,10,1,Navajas
NV-7X,17025,7506240618676,17506240618673,27506240618670,Pieza,"Navaja abatible 7' cuerpo de aluminio y acero inox, Truper",Truper,175,255,209,10,1,Navajas
OAJ,14257,7501206688892,17501206688899,27501206688896,Pieza,"Orejera ajustable, Truper",Truper,129,205,167,10,1,Protección auditiva
OAJ-C,12356,7506240640400,17506240640407,27506240640404,Par,"Orejera ajustable para casco, Truper",Truper,235,369,305,10,1,Protección auditiva
OAJ-X,14007,7506240651642,17506240651649,27506240651646,Pieza,"Orejera plegable, ajustable, Truper",Truper,135,215,175,10,1,Protección auditiva
OCU-1,102595,7502309735162,17502309735169,27502309735166,Juego,Juego de plantilla para uniones ocultas con un tornillo,Truper,435,685,565,10,1,Juegos de plantillas para uniones ocultas
OCU-2,102596,7502309735179,17502309735176,27502309735173,Juego,Juego de plantilla para uniones ocultas con dos tornillos,Truper,495,779,645,10,1,Juegos de plantillas para uniones ocultas
ODM-12,15831,7506240618713,17506240618710,27506240618717,Pieza,"Odómetro con freno, rueda de 12', Truper",Truper,1325,2085,1725,10,1,Odómetros
ODM-4,15830,7506240618706,17506240618703,27506240618700,Pieza,"Odómetro con doble rueda de 4', Truper",Truper,595,935,775,10,1,Odómetros
ORG-11,10035,7506240609988,17506240609985,27506240609982,Pieza,"Organizador 9' con 11 compartimentos, Truper",Truper,25,36,29,10,1,Cajas de herramientas
ORG-13,10036,7506240609995,17506240609992,27506240609999,Pieza,"Organizador 10' con 13 compartimentos, Truper",Truper,35,49,42,10,1,Cajas de herramientas
ORG-15,19896,7501206668665,17501206668662,27501206668669,Pieza,"Organizador 11' con 15 compartimentos, Truper",Truper,38,55,45,10,1,Cajas de herramientas
ORG-16,11851,7506240669319,17506240669316,27506240669313,Pieza,"Organizador con 16 gavetas, Truper",Truper,255,369,305,10,1,Cajas de herramientas
ORG-17X,19939,7501206685792,17501206685799,27501206685796,Pieza,"Organizador 17' reforzado con 17 compartimentos, Truper",Truper,145,209,175,10,1,Cajas de herramientas
ORG-18,11825,7501206605219,17501206605216,27501206605213,Pieza,"Organizador 14' con 18 compartimentos, Truper",Truper,89,129,106,10,1,Cajas de herramientas
ORG-44,102642,7502309734899,17502309734896,27502309734893,Pieza,"Organizador con 44 gavetas, Truper",Truper,545,795,655,10,1,Cajas de herramientas
ORG-64,10895,7506240646990,17506240646997,27506240646994,Pieza,"Organizador con 64 gavetas, Truper",Truper,575,835,689,10,1,Cajas de herramientas
OSCI-17,10363,7501206652572,17501206652579,27501206652576,Pieza,"Aspersor oscilatorio, metal-plástico, Truper",Truper,185,289,239,10,1,Aspersores
OVERD-L,14421,7501206628256,17501206628253,27501206628250,Pieza,"Overol desechable, talla G, Truper",Truper,125,196,162,10,1,Overoles
OVERD-M,13983,7506240622857,17506240622854,27506240622851,Pieza,"Overol desechable, talla M, Truper",Truper,125,196,162,10,1,Overoles
OVERD-S,13982,7506240622864,17506240622861,27506240622868,Pieza,"Overol desechable, talla CH, Truper",Truper,125,196,162,10,1,Overoles
OVERD-XL,14422,7501206628263,17501206628260,27501206628267,Pieza,"Overol desechable, talla XG, Truper",Truper,125,196,162,10,1,Overoles
OVIS-3P,26019,7506240669289,17506240669286,27506240669283,Set,"Lupa optovisor de 3 leds, Pretul",Pretul,245,385,319,10,1,Goggles y Lentes
OWC-3,47907,7506240699286,17506240699283,27506240699280,Pieza,"Mueble organizador blanco para baño con 3 repisas, Basic",Foset,375,545,449,10,1,Accesorios para baño
P-316P,20589,7506240646341,17506240646348,27506240646345,Pieza,"Podadora con motor a gasolina de 3 HP, 16' de corte, Pretul",Pretul,4250,5650,4650,10,1,Podadoras
P-418,19966,7506240605157,17506240605154,27506240605151,Pieza,"Podadora con motor a gasolina de 4 HP, 18' de corte, Truper",Truper,5950,7950,6550,10,1,Podadoras
P-520,19967,7506240605164,17506240605161,27506240605168,Pieza,"Podadora con motor a gasolina de 5 HP, 20' de corte, Truper",Truper,6950,9250,7650,10,1,Podadoras
P-622,19968,7506240605171,17506240605178,27506240605175,Pieza,"Podadora con motor a gasolina de 6 HP, 22' de corte, Truper",Truper,7750,10350,8550,10,1,Podadoras
P-850-1,13079,7501206633830,17501206633837,27501206633834,Pieza,"Juego de 4 peines 1' para tarrajas TA-850 y TA-851, Truper",Truper,75,117,97,10,1,Machuelos y tarrajas
P-850-1-1/2,13083,7501206633915,17501206633912,27501206633919,Pieza,Juego de 4 peines 1-1/2' para tarrajas TA-850 y TA-851,Truper,105,165,135,10,1,Machuelos y tarrajas
P-850-1-1/4,13081,7501206633892,17501206633899,27501206633896,Pieza,Juego de 4 peines 1-1/4' para tarrajas TA-850 y TA-851,Truper,75,117,97,10,1,Machuelos y tarrajas
