key,code,ean,DUN-14 Inner,DUN-14 Master,unit,description,brand,buy,retailsale,wholesale,inventory,min_inventory,department
LP-56V,23752,7501206639191,17501206639198,27501206639195,Pieza,"Lona 5 x 6 m, verde, Pretul",Pretul,365,529,439,10,1,Lonas
LP-57,23783,7506240615507,17506240615504,27506240615501,Pieza,"Lona 5 x 7 m, azul, Pretul",Pretul,395,575,475,10,1,Lonas
LP-612,23737,7501206639047,17501206639044,27501206639041,Pieza,"Lona 6 x 12 m, azul, Pretul",Pretul,839,1215,1005,10,1,Lonas
LP-612A,23745,7501206639122,17501206639129,27501206639126,Pieza,"Lona 6 x 12 m, amarilla, Pretul",Pretul,839,1215,1005,10,1,Lonas
LP-612B,23776,7506240610878,17506240610875,27506240610872,Pieza,"Lona 6 x 12 m, blanca, Pretul",Pretul,839,1215,1005,10,1,Lonas
LP-612N,23761,7501206639276,17501206639273,27501206639270,Pieza,"Lona 6 x 12 m, naranja, Pretul",Pretul,839,1215,1005,10,1,Lonas
LP-612R,23769,7501206639344,17501206639341,27501206639348,Pieza,"Lona 6 x 12 m, roja, Pretul",Pretul,839,1215,1005,10,1,Lonas
LP-612V,23753,7501206639207,17501206639204,27501206639201,Pieza,"Lona 6 x 12 m, verde, Pretul",Pretul,839,1215,1005,10,1,Lonas
LP-66,23784,7506240615514,17506240615511,27506240615518,Pieza,"Lona 6 x 6 m, azul, Pretul",Pretul,445,645,535,10,1,Lonas
LP-66A,26161,7502309733601,17502309733608,27502309733605,Pieza,"Lona 6 x 6 m, amarilla, Pretul",Pretul,445,645,535,10,1,Lonas
LP-66B,26137,7502309733366,17502309733363,27502309733360,Pieza,"Lona 6 x 6 m, blanca, Pretul",Pretul,445,645,535,10,1,Lonas
LP-66N,26143,7502309733427,17502309733424,27502309733421,Pieza,"Lona 6 x 6 m, naranja, Pretul",Pretul,445,645,535,10,1,Lonas
LP-66R,26155,7502309733540,17502309733547,27502309733544,Pieza,"Lona 6 x 6 m, roja, Pretul",Pretul,445,645,535,10,1,Lonas
LP-66V,26149,7502309733489,17502309733486,27502309733483,Pieza,"Lona 6 x 6 m, verde, Pretul",Pretul,445,645,535,10,1,Lonas
LP-69,23785,7506240615521,17506240615528,27506240615525,Pieza,"Lona 6 x 9 m, azul, Pretul",Pretul,595,865,715,10,1,Lonas
LP-69A,26162,7502309733618,17502309733615,27502309733612,Pieza,"Lona 6 x 9 m, amarilla, Pretul",Pretul,595,865,715,10,1,Lonas
LP-69B,26138,7502309733373,17502309733370,27502309733377,Pieza,"Lona 6 x 9 m, blanca, Pretul",Pretul,595,865,715,10,1,Lonas
LP-69N,26144,7502309733434,17502309733431,27502309733438,Pieza,"Lona polietileno 6 x 9 m, naranja, Pretul",Pretul,595,865,715,10,1,Lonas
LP-69R,26156,7502309733557,17502309733554,27502309733551,Pieza,"Lona 6 x 9 m, roja, Pretul",Pretul,595,865,715,10,1,Lonas
LP-69V,26150,7502309733496,17502309733493,27502309733490,Pieza,"Lona 6 x 9 m, verde, Pretul",Pretul,595,865,715,10,1,Lonas
LP-710,23786,7506240615538,17506240615535,27506240615532,Pieza,"Lona 7 x 10 m, azul, Pretul",Pretul,775,1125,925,10,1,Lonas
LP-914,23787,7506240615545,17506240615542,27506240615549,Pieza,"Lona 9 x 14 m, azul, Pretul",Pretul,1350,1950,1615,10,1,Lonas
LPB-10,15144,7501206648322,17501206648329,27501206648326,Pieza,"Lima plana bastarda 10', Truper",Truper,68,105,88,10,1,Limas
LPB-10T,11237,7506240664505,17506240664502,27506240664509,Pieza,"Lima plana bastarda 10' con mango doble inyección, Truper",Truper,85,135,109,10,1,Limas
LPB-12,15146,7501206648339,17501206648336,27501206648333,Pieza,"Lima plana bastarda 12', Truper",Truper,92,145,119,10,1,Limas
LPB-14,15148,7501206648346,17501206648343,27501206648340,Pieza,"Lima plana bastarda 14', Truper",Truper,139,219,179,10,1,Limas
LPB-4,15138,7501206648292,17501206648299,27501206648296,Pieza,"Lima plana bastarda 4', Truper",Truper,22,35,29,10,1,Limas
LPB-6,15140,7501206648308,17501206648305,27501206648302,Pieza,"Lima plana bastarda 6', Truper",Truper,29,46,38,10,1,Limas
LPB-6T,15309,7506240646204,17506240646201,27506240646208,Pieza,"Lima plana bastarda 6' con mango doble inyección, Truper",Truper,45,69,58,10,1,Limas
LPB-8,15142,7501206648315,17501206648312,27501206648319,Pieza,"Lima plana bastarda 8', Truper",Truper,40,62,52,10,1,Limas
LPB-8T,15311,7506240646211,17506240646218,27506240646215,Pieza,"Lima plana bastarda 8' con mango doble inyección, Truper",Truper,59,92,76,10,1,Limas
LPM-10,15157,7501206648216,17501206648213,27501206648210,Pieza,"Lima plana muza 10', Truper",Truper,68,105,88,10,1,Limas
LPM-10T,11241,7506240664536,17506240664533,27506240664530,Pieza,"Lima plana muza 10' con mango doble inyección, Truper",Truper,85,135,109,10,1,Limas
LPM-12,15159,7501206648223,17501206648220,27501206648227,Pieza,"Lima plana muza 12', Truper",Truper,99,155,129,10,1,Limas
LPM-14,15162,7501206648230,17501206648237,27501206648234,Pieza,"Lima plana muza 14', Truper",Truper,159,249,205,10,1,Limas
LPM-4,15151,7501206648186,17501206648183,27501206648180,Pieza,"Lima plana muza 4', Truper",Truper,26,42,34,10,1,Limas
LPM-6,15153,7501206648193,17501206648190,27501206648197,Pieza,"Lima plana muza 6', Truper",Truper,30,47,39,10,1,Limas
LPM-6T,11238,7506240664512,17506240664519,27506240664516,Pieza,"Lima plana muza 6' con mango doble inyección, Truper",Truper,45,69,58,10,1,Limas
LPM-8,15155,7501206648209,17501206648206,27501206648203,Pieza,"Lima plana muza 8', Truper",Truper,45,69,58,10,1,Limas
LPM-8T,11240,7506240664529,17506240664526,27506240664523,Pieza,"Lima plana muza 8' con mango doble inyección, Truper",Truper,59,92,76,10,1,Limas
LRB-10,15191,7501206648278,17501206648275,27501206648272,Pieza,"Lima redonda bastarda 10', Truper",Truper,42,66,54,10,1,Limas
LRB-10T,11244,7506240664550,17506240664557,27506240664554,Pieza,"Lima redonda bastarda 10' con mango doble inyección, Truper",Truper,59,92,76,10,1,Limas
LRB-12,15193,7501206648285,17501206648282,27501206648289,Pieza,"Lima redonda bastarda 12', Truper",Truper,69,109,89,10,1,Limas
LRB-4,15185,7501206648247,17501206648244,27501206648241,Pieza,"Lima redonda bastarda 4', Truper",Truper,22,35,28,10,1,Limas
LRB-6,15187,7501206648254,17501206648251,27501206648258,Pieza,"Lima redonda bastarda 6', Truper",Truper,23,36,29,10,1,Limas
LRB-6T,15315,7506240646228,17506240646225,27506240646222,Pieza,"Lima redonda bastarda 6' con mango doble inyección, Truper",Truper,39,62,49,10,1,Limas
LRB-8,15189,7501206648261,17501206648268,27501206648265,Pieza,"Lima redonda bastarda 8', Truper",Truper,29,46,38,10,1,Limas
LRB-8T,15316,7506240646235,17506240646232,27506240646239,Pieza,"Lima redonda bastarda 8' con mango doble inyección, Truper",Truper,45,69,58,10,1,Limas
LRM-10,15199,7501206648162,17501206648169,27501206648166,Pieza,"Lima redonda muza 10', Truper",Truper,48,75,62,10,1,Limas
LRM-12,15201,7501206648179,17501206648176,27501206648173,Pieza,"Lima redonda muza 12', Truper",Truper,75,117,97,10,1,Limas
LRM-6,15195,7501206648148,17501206648145,27501206648142,Pieza,"Lima redonda muza 6', Truper",Truper,28,44,36,10,1,Limas
LRM-6T,11247,7506240664574,17506240664571,27506240664578,Pieza,"Lima redonda muza 6' con mango doble inyección, Truper",Truper,45,69,58,10,1,Limas
LRM-8,15197,7501206648155,17501206648152,27501206648159,Pieza,"Lima redonda muza 8', Truper",Truper,36,56,47,10,1,Limas
LT-1217,15368,7501206638965,17501206638962,27501206638969,Pieza,"Lona gris reforzada 12 x 17 m, Truper",Truper,3750,5450,4495,10,1,Lonas
LT-1217X,16380,7506240636328,17506240636325,27506240636322,Pieza,"Lona uso rudo, verde olivo, 12 X 17 m, Truper Expert",Expert,4950,7185,5935,10,1,Lonas
LT-1217Z,15376,7501206691717,17501206691714,27501206691711,Pieza,"Lona azul reforzada de 12 x 17 m, Truper",Truper,3750,5450,4495,10,1,Lonas
LT-152,10770,7506240615330,17506240615337,27506240615334,Pieza,"Lona gris reforzada 1.5 x 2 m, Truper",Truper,72,105,86,10,1,Lonas
LT-152Z,102547,7502309733717,17502309733714,27502309733711,Pieza,"Lona reforzada, 1.5 x 2 m, azul",Truper,72,105,86,10,1,Lonas
LT-23,15361,7501206638897,17501206638894,27501206638891,Pieza,"Lona gris reforzada 2 x 3 m, Truper",Truper,125,182,149,10,1,Lonas
LT-23X,16373,7506240636250,17506240636257,27506240636254,Pieza,"Lona uso rudo, verde olivo, 2 X 3 m, Truper Expert",Expert,175,255,209,10,1,Lonas
LT-23Z,15369,7501206691618,17501206691615,27501206691612,Pieza,"Lona azul reforzada de 2 x 3 m, Truper",Truper,125,182,149,10,1,Lonas
LT-33,15362,7501206638903,17501206638900,27501206638907,Pieza,"Lona gris reforzada 3 x 3 m, Truper",Truper,185,269,225,10,1,Lonas
LT-33Z,15370,7501206691649,17501206691646,27501206691643,Pieza,"Lona azul reforzada de 3 x 3 m, Truper",Truper,185,269,225,10,1,Lonas
LT-34,15363,7501206638910,17501206638917,27501206638914,Pieza,"Lona gris reforzada 3 x 4 m, Truper",Truper,245,355,295,10,1,Lonas
LT-34X,16374,7506240636267,17506240636264,27506240636261,Pieza,"Lona uso rudo, verde olivo, 3 x 4 m, Truper Expert",Expert,325,475,389,10,1,Lonas
LT-34Z,15371,7501206691656,17501206691653,27501206691650,Pieza,"Lona azul reforzada de 3 x 4 m, Truper",Truper,245,355,295,10,1,Lonas
LT-35,10771,7506240615347,17506240615344,27506240615341,Pieza,"Lona gris reforzada 3 x 5 m, Truper",Truper,295,429,355,10,1,Lonas
LT-35Z,102548,7502309733724,17502309733721,27502309733728,Pieza,"Lona reforzada, 3 x 5 m, azul",Truper,295,429,355,10,1,Lonas
LT-36,10772,7506240615354,17506240615351,27506240615358,Pieza,"Lona gris reforzada 3 x 6 m, Truper",Truper,355,515,425,10,1,Lonas
LT-36Z,102549,7502309733731,17502309733738,27502309733735,Pieza,"Lona reforzada, 3 x 6 m, azul",Truper,355,515,425,10,1,Lonas
LT-44,10773,7506240615361,17506240615368,27506240615365,Pieza,"Lona gris reforzada 4 x 4 m, Truper",Truper,315,455,379,10,1,Lonas
LT-44Z,102570,7502309733748,17502309733745,27502309733742,Pieza,"Lona reforzada, 4 x 4 m, azul",Truper,315,455,379,10,1,Lonas
LT-45,15364,7501206638927,17501206638924,27501206638921,Pieza,"Lona gris reforzada 4 x 5 m, Truper",Truper,395,575,475,10,1,Lonas
LT-45X,16375,7506240636274,17506240636271,27506240636278,Pieza,"Lona uso rudo, verde olivo, 4 x 5 m, Truper Expert",Expert,525,765,629,10,1,Lonas
LT-45Z,15372,7501206691670,17501206691677,27501206691674,Pieza,"Lona azul reforzada de 4 x 5 m, Truper",Truper,395,575,475,10,1,Lonas
LT-46,15365,7501206638934,17501206638931,27501206638938,Pieza,"Lona gris reforzada 4 x 6 m, Truper",Truper,475,689,569,10,1,Lonas
LT-46X,16376,7506240636281,17506240636288,27506240636285,Pieza,"Lona uso rudo, verde olivo, 4 X 6 m, Truper Expert",Expert,625,905,749,10,1,Lonas
LT-46Z,15373,7501206691687,17501206691684,27501206691681,Pieza,"Lona azul reforzada de 4 x 6 m, Truper",Truper,475,689,569,10,1,Lonas
LT-47,10774,7506240615378,17506240615375,27506240615372,Pieza,"Lona gris reforzada 4 x 7 m, Truper",Truper,535,775,645,10,1,Lonas
LT-47Z,102571,7502309733755,17502309733752,27502309733759,Pieza,"Lona reforzada, 4 x 7 m, azul",Truper,535,775,645,10,1,Lonas
LT-55,10775,7506240615385,17506240615382,27506240615389,Pieza,"Lona gris reforzada 5 x 5 m, Truper",Truper,485,705,585,10,1,Lonas
LT-55Z,102572,7502309733762,17502309733769,27502309733766,Pieza,"Lona reforzada, 5 x 5 m, azul",Truper,485,705,585,10,1,Lonas
LT-56,15366,7501206638941,17501206638948,27501206638945,Pieza,"Lona gris reforzada 5 x 6 m, Truper",Truper,575,835,689,10,1,Lonas
LT-56X,16377,7506240636298,17506240636295,27506240636292,Pieza,"Lona uso rudo, verde olivo, 5 X 6 m, Truper Expert",Expert,775,1125,925,10,1,Lonas
LT-56Z,15374,7501206691694,17501206691691,27501206691698,Pieza,"Lona azul reforzada de 5 x 6 m, Truper",Truper,575,835,689,10,1,Lonas
LT-57,10776,7506240615392,17506240615399,27506240615396,Pieza,"Lona gris reforzada 5 x 7 m, Truper",Truper,675,979,815,10,1,Lonas
LT-57Z,102573,7502309733779,17502309733776,27502309733773,Pieza,"Lona reforzada, 5 x 7 m, azul",Truper,675,979,815,10,1,Lonas
LT-612,15367,7501206638958,17501206638955,27501206638952,Pieza,"Lona gris reforzada 6 x 12 m, Truper",Truper,1350,1950,1615,10,1,Lonas
LT-612X,16379,7506240636311,17506240636318,27506240636315,Pieza,"Lona uso rudo, verde olivo, 6 X 12 m, Truper Expert",Expert,1850,2685,2215,10,1,Lonas
LT-612Z,15375,7501206691700,17501206691707,27501206691704,Pieza,"Lona azul reforzada de 6 x 12 m, Truper",Truper,1350,1950,1615,10,1,Lonas
LT-66,10777,7506240615439,17506240615436,27506240615433,Pieza,"Lona gris reforzada 6 x 6 m, Truper",Truper,690,995,829,10,1,Lonas
LT-66Z,102574,7502309733786,17502309733783,27502309733780,Pieza,"Lona reforzada, 6 x 6 m, azul",Truper,690,995,829,10,1,Lonas
LT-69,10778,7506240615408,17506240615405,27506240615402,Pieza,"Lona gris reforzada 6 x 9 m, Truper",Truper,990,1435,1185,10,1,Lonas
LT-69X,16378,7506240636304,17506240636301,27506240636308,Pieza,"Lona uso rudo, verde olivo, 6 X 9 m, Truper Expert",Expert,1350,1950,1615,10,1,Lonas
LT-69Z,102575,7502309733793,17502309733790,27502309733797,Pieza,"Lona reforzada, 6 x 9 m, azul",Truper,990,1435,1185,10,1,Lonas
LT-710,10779,7506240615415,17506240615412,27506240615419,Pieza,"Lona gris reforzada 7 x 10 m, Truper",Truper,1325,1925,1585,10,1,Lonas
LT-710Z,102576,7502309733809,17502309733806,27502309733803,Pieza,"Lona reforzada, 7 x 10 m, azul",Truper,1325,1925,1585,10,1,Lonas
LT-914,10780,7506240615422,17506240615429,27506240615426,Pieza,"Lona gris reforzada 9 x 14 m, Truper",Truper,2350,3415,2815,10,1,Lonas
LT-914Z,102577,7502309733816,17502309733813,27502309733810,Pieza,"Lona reforzada, 9 x 14 m, azul",Truper,2350,3415,2815,10,1,Lonas
LTD-6,15133,7501206648070,17501206648077,27501206648074,Pieza,"Lima triángulo doble 6', Truper",Truper,19,29,25,10,1,Limas
LTD-7,15134,7501206648087,17501206648084,27501206648081,Pieza,"Lima triángulo doble 7', Truper",Truper,22,35,29,10,1,Limas
LTD-8,15135,7501206648094,17501206648091,27501206648098,Pieza,"Lima triángulo doble 8', Truper",Truper,24,38,32,10,1,Limas
LTP-4,15126,7501206604588,17501206604585,27501206604582,Pieza,"Lima triángulo pesado 4', 32 dpp, Truper",Truper,13,19,15.5,10,1,Limas
LTP-4M,10916,7506240650119,17506240650116,27506240650113,Pieza,"Lima triángulo pesado 4' con mango, Truper",Truper,17,25,20,10,1,Limas
LTP-5,15119,7501206604595,17501206604592,27501206604599,Pieza,"Lima triángulo pesado 5', 32 dpp, Truper",Truper,14,20,17,10,1,Limas
LTP-5M,10917,7506240650126,17506240650123,27506240650120,Pieza,"Lima triángulo pesado 5', 32 dpp con mango, Truper",Truper,18,26,22,10,1,Limas
LTP-6,15123,7501206648018,17501206648015,27501206648012,Pieza,"Lima triángulo pesado 6', 32 dpp, Truper",Truper,15,22,18,10,1,Limas
LTP-6M,19679,7501206624210,17501206624217,27501206624214,Pieza,"Lima triángulo pesado 6', 32 dpp con mango, Truper",Truper,19,28,23,10,1,Limas
LTP-6N,11349,7506240665113,17506240665110,27506240665117,Pieza,"Lima negra triángulo pesado 6', 32 dpp, Truper",Truper,15,22,18,10,1,Limas
LTP-6T,15307,7506240646181,17506240646188,27506240646185,Pieza,"Lima triángulo pesado 6', 32 dpp con mango doble inyección",Truper,29,46,38,10,1,Limas
LTP-7,15124,7501206648025,17501206648022,27501206648029,Pieza,"Lima triángulo pesado 7', 32 dpp, Truper",Truper,28,42,34,10,1,Limas
LTP-7M,19680,7501206624227,17501206624224,27501206624221,Pieza,"Lima triángulo pesado 7', 32 dpp con mango, Truper",Truper,32,46,38,10,1,Limas
LTP-8,15125,7501206648032,17501206648039,27501206648036,Pieza,"Lima triángulo pesado 8', 32 dpp, Truper",Truper,35,49,42,10,1,Limas
LTP-8M,19681,7501206624234,17501206624231,27501206624238,Pieza,"Lima triángulo pesado 8', 32 dpp con mango, Truper",Truper,39,56,47,10,1,Limas
LTP-8N,11361,7506240665120,17506240665127,27506240665124,Pieza,"Lima negra triángulo pesado 8', 32 dpp",Truper,35,49,42,10,1,Limas
LTP-8T,15308,7506240646198,17506240646195,27506240646192,Pieza,"Lima triángulo pesado 8', 32 dpp con mango doble inyección",Truper,49,77,63,10,1,Limas
LTR-6,15128,7501206648049,17501206648046,27501206648043,Pieza,"Lima triangular 6' para machete, 36 dpp, Truper",Truper,15,22,18,10,1,Limas
LTR-6M,10918,7506240650133,17506240650130,27506240650137,Pieza,"Lima triángular 6' para machete, 36 dpp, con mango, Truper",Truper,19,28,23,10,1,Limas
LTR-7,15129,7501206648056,17501206648053,27501206648050,Pieza,"Lima triangular 7' para machete, 36 dpp, Truper",Truper,28,42,34,10,1,Limas
LTR-7M,10921,7506240650140,17506240650147,27506240650144,Pieza,"Lima triángular 7' para machete, 36 dpp, con mango, Truper",Truper,32,46,38,10,1,Limas
LTR-8,15130,7501206648063,17501206648060,27501206648067,Pieza,"Lima triangular 8' para machete, 36 dpp, Truper",Truper,35,49,42,10,1,Limas
LTR-8M,10922,7506240650157,17506240650154,27506240650151,Pieza,"Lima triángular 8' para machete, 36 dpp, con mango, Truper",Truper,39,56,47,10,1,Limas
LU-2030,41915,7506240643463,17506240643460,27506240643467,Pieza,"Lona 2.00 x 3.00 m, azul, Ultra",Ultracraft,67,97,79,10,1,Lonas
LU-2436,41916,7506240643470,17506240643477,27506240643474,Pieza,"Lona 2.40 x 3.60 m, azul, Ultra",Ultracraft,85,125,103,10,1,Lonas
LU-3030,41917,7506240643487,17506240643484,27506240643481,Pieza,"Lona 3.0 x 3.0 m, azul, Ultra",Ultracraft,87,126,105,10,1,Lonas
LU-3040,41919,7506240643500,17506240643507,27506240643504,Pieza,"Lona 3.0 x 4.0 m, azul, Ultra",Ultracraft,115,165,139,10,1,Lonas
LU-3060,41920,7506240643517,17506240643514,27506240643511,Pieza,"Lona 3.0 x 6.0 m, azul, Ultra",Ultracraft,169,245,205,10,1,Lonas
LU-4050,41923,7506240643548,17506240643545,27506240643542,Pieza,"Lona 4.0 x 5.0 m, azul, Ultra",Ultracraft,185,269,225,10,1,Lonas
LU-4060,41924,7506240643555,17506240643552,27506240643559,Pieza,"Lona 4.0 x 6.0 m, azul, Ultra",Ultracraft,225,325,269,10,1,Lonas
LU-5060,41925,7506240643562,17506240643569,27506240643566,Pieza,"Lona 5.0 x 6.0 m, azul, Ultra",Ultracraft,265,385,319,10,1,Lonas
LU-5070,41926,7506240643579,17506240643576,27506240643573,Pieza,"Lona 5.0 x 7.0 m, azul, Ultra",Ultracraft,315,455,379,10,1,Lonas
LU-6012,41929,7506240643609,17506240643606,27506240643603,Pieza,"Lona 6.0 x 12 m, azul, Ultra",Ultracraft,625,905,749,10,1,Lonas
LU-6060,41927,7506240643586,17506240643583,27506240643580,Pieza,"Lona 6.0 x 6.0 m, azul, Ultra",Ultracraft,325,475,389,10,1,Lonas
LU-6090,41928,7506240643593,17506240643590,27506240643597,Pieza,"Lona 6.0 x 9.0 m, azul, Ultra",Ultracraft,465,675,559,10,1,Lonas
LUC-P,17037,7501206609330,17501206609337,27501206609334,Pieza,"Luco platanero, sin mango, Truper",Truper,35,55,45,10,1,Herramientas agrícolas
LUNCH-3,66076,7506240690368,17506240690365,27506240690362,Pieza,Lonchera térmica con 3 contenedores de acero inoxidable,Truper,295,295,295,10,1,Artículos promocionales
LUZ-01,46130,7506240606963,17506240606960,27506240606967,Pieza,"Luz de noche con lámpara E12, flor, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-02,46131,7506240606970,17506240606977,27506240606974,Pieza,"Luz de noche con lámpara E12, corona princesa, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-03,46132,7506240606987,17506240606984,27506240606981,Pieza,"Luz de noche con lámpara E12, catarina, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-04,46133,7506240606994,17506240606991,27506240606998,Pieza,"Luz de noche con lámpara E12, balón soccer, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-06,46135,7506240607014,17506240607011,27506240607018,Pieza,"Luz de noche con lámpara E12, perro, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-07,46136,7506240607021,17506240607028,27506240607025,Pieza,"Luz de noche con lámpara E12, Santa Claus, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-08,46137,7506240607038,17506240607035,27506240607032,Pieza,"Luz de noche con lámpara E12, pino de navidad, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-09,46150,7506240607595,17506240607592,27506240607599,Pieza,"Luz de noche de LED, mariposa, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-10,46151,7506240607601,17506240607608,27506240607605,Pieza,"Luz de noche de LED, barco, Volteck",Volteck,35,55,45,10,1,Luz de noche
LUZ-11,46152,7506240607618,17506240607615,27506240607612,Pieza,"Luz de noche de LED, luna, Volteck",Volteck,35,55,45,10,1,Luz de noche
